Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;1//3;PPA;CrsPA;PrgP;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Att;Succ;Succ%;Tkld;Tkld%;Carries;TotDist;PrgDist;PrgC;1//3;CPA;Mis;Dis;Rec;PrgR;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%
1555;Alieu Njie;SWE;FW;Torino;Serie A;20;2005;2;0;17;0.2;0;0;0;0;0;0;1;0;0.3;0.3;0.0;0.3;0;0;3;0.00;0.00;0.00;0.00;0.00;1.43;0.00;1.43;1.43;1.43;1;1;100.0;5.29;5.29;0.00;0.00;11.7;0;0;0;0.3;0.3;0.27;-0.3;-0.3;1;3;33.3;11;0;1;1;100.0;0;0;;0;1;0.0;0;0.0;0.0;0.0;0;0;0;0;0;1;5.29;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;9;0;1;1;7;3;9;0;0;;0;;4;19;0;0;0;1;1;0;5;3;1;0;0;2;0;0;1;0;0;0;0;0;1;1;1;50.0
1564;Brooke Norton-Cuffy;ENG;DF,FW;Genoa;Serie A;21;2004;12;12;1,079;12.0;0;1;1;0;0;0;4;1;0.6;0.6;0.6;1.2;33;31;30;0.00;0.08;0.08;0.00;0.08;0.05;0.05;0.10;0.05;0.10;4;0;0.0;0.33;0.00;0.00;;13.5;0;0;0;0.6;0.6;0.16;-0.6;-0.6;405;522;77.6;6694;2566;186;210;88.6;181;233;77.7;28;51;54.9;1;0.6;0.9;+0.4;8;26;10;7;31;23;1.92;18;0;3;2;0;0;4;0.33;2;0;1;1;0;0;21;15;16;4;1;11;15;73.3;4;13;3;10;8;29;23;0;650;28;198;287;180;14;650;34;18;52.9;13;38.2;319;2283;1123;33;15;5;18;8;347;30;4;1;1;18;9;0;37;8;15;0;0;0;47;10;8;55.6
1606;Christian Ordoñez;ARG;MF,DF;Parma;Serie A;21;2004;8;5;358;4.0;0;0;0;0;0;0;4;1;0.3;0.3;0.0;0.3;3;9;5;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.06;0.06;2;1;50.0;0.50;0.25;0.00;0.00;12.7;0;0;0;0.3;0.3;0.13;-0.3;-0.3;54;74;73.0;796;241;30;36;83.3;18;21;85.7;4;11;36.4;0;0.0;0.1;0.0;0;3;3;0;9;4;1.01;2;0;0;2;0;0;0;0.00;0;0;0;0;0;0;4;2;1;3;0;4;11;36.4;7;14;3;11;2;6;6;0;119;5;31;59;32;3;119;5;2;40.0;3;60.0;51;215;81;3;1;0;9;4;51;5;4;1;1;9;3;0;7;2;2;0;0;0;14;4;6;40.0
1617;Sebastian Otoa;DEN;DF;Genoa;Serie A;21;2004;1;0;45;0.5;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;6;7;85.7;133;12;2;2;100.0;3;3;100.0;1;2;50.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;0;0;;0;0;0;0;1;2;3;0;13;5;11;2;0;0;13;0;0;;0;;6;25;0;0;0;0;1;0;5;0;1;0;0;1;0;0;0;1;1;0;0;0;1;3;0;100.0
1638;Marco Palestra;ITA;DF,FW;Cagliari;Serie A;20;2005;11;10;903;10.0;0;2;2;0;0;0;0;0;0.1;0.1;1.3;1.4;35;17;41;0.00;0.20;0.20;0.00;0.20;0.01;0.13;0.14;0.01;0.14;3;1;33.3;0.30;0.10;0.00;0.00;19.6;0;0;0;0.1;0.1;0.04;-0.1;-0.1;250;326;76.7;4221;1426;131;143;91.6;94;125;75.2;22;46;47.8;2;1.3;1.2;+0.7;9;14;7;7;17;15;1.50;13;0;2;0;0;0;2;0.20;2;0;0;0;0;0;19;13;9;8;2;8;10;80.0;2;5;1;4;7;26;20;1;416;28;134;187;101;10;416;34;17;50.0;11;32.4;241;1594;953;35;12;6;13;2;254;41;0;0;0;13;27;1;28;7;13;0;0;0;37;6;7;46.2
1640;Matteo Palma;GER;DF;Udinese;Serie A;17;2008;3;1;99;1.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;37;46;80.4;678;272;16;18;88.9;17;20;85.0;3;6;50.0;0;0.0;0.1;0.0;0;3;2;0;6;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;0;2;0;0;0;1;0.0;1;1;1;0;2;4;7;0;61;4;30;29;2;1;61;0;0;;0;;28;111;37;0;0;0;1;0;32;0;0;0;0;2;0;0;0;2;0;0;0;0;4;5;0;100.0
1660;Nicolás Paz;ARG;MF;Como;Serie A;21;2004;12;12;1,06;11.8;5;4;9;5;0;0;2;0;2.3;2.3;3.1;5.5;29;74;60;0.42;0.34;0.76;0.42;0.76;0.20;0.26;0.46;0.20;0.46;39;15;38.5;3.31;1.27;0.13;0.33;24.7;6;0;0;2.3;2.3;0.06;+2.7;+2.7;436;559;78.0;6549;2011;241;275;87.6;150;177;84.7;24;61;39.3;4;3.1;1.7;+0.9;29;55;14;2;74;60;5.09;41;4;6;5;3;1;10;0.85;6;1;2;1;0;0;36;20;11;19;6;13;26;50.0;13;16;2;14;10;46;7;0;744;9;91;399;266;23;744;53;26;49.1;24;45.3;423;2203;1077;29;21;7;35;18;536;60;2;0;0;31;21;0;31;10;20;0;0;0;52;10;13;43.5
1685;Massimo Pessina;ITA;GK;Bologna;Serie A;17;2007;1;0;83;0.9;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;20;32;62.5;678;512;1;1;100.0;8;8;100.0;11;23;47.8;0;0.0;0.0;0.0;0;0;0;0;0;1;1.08;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;33;26;32;1;0;0;33;0;0;;0;;15;83;50;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
1708;Niccolò Pisilli;ITA;MF;Roma;Serie A;21;2004;3;0;50;0.6;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;3;9;4;0.00;0.00;0.00;0.00;0.00;0.17;0.24;0.41;0.17;0.41;1;1;100.0;1.80;1.80;0.00;0.00;7.0;0;0;0;0.1;0.1;0.09;-0.1;-0.1;36;41;87.8;630;206;14;16;87.5;20;20;100.0;2;5;40.0;0;0.1;0.0;-0.1;2;8;1;0;9;5;9.00;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;0;0;1;0;0;0;;0;0;0;0;0;1;1;0;47;2;3;30;14;2;47;2;0;0.0;1;50.0;29;165;115;3;2;1;0;0;39;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0.0
1744;Jacobo Ramón;ESP;DF;Como;Serie A;20;2005;10;9;807;9.0;1;0;1;1;0;0;2;1;0.6;0.6;0.5;1.1;3;40;8;0.11;0.00;0.11;0.11;0.11;0.07;0.05;0.12;0.07;0.12;13;2;15.4;1.45;0.22;0.08;0.50;14.9;0;0;0;0.6;0.6;0.05;+0.4;+0.4;531;586;90.6;9612;3053;214;224;95.5;274;295;92.9;36;57;63.2;0;0.5;0.8;-0.5;4;36;0;0;40;9;1.00;7;0;1;0;0;1;0;0.00;0;0;0;0;0;0;24;11;19;4;1;10;13;76.9;3;9;3;6;12;36;48;2;702;77;307;368;32;19;702;4;3;75.0;1;25.0;383;1678;944;3;4;1;3;2;488;8;2;1;0;11;1;0;1;12;11;0;0;0;31;45;19;70.3
1806;Jesus Rodríguez;ESP;FW;Como;Serie A;20;2005;9;5;554;6.2;0;4;4;0;0;0;0;1;1.3;1.3;1.9;3.2;38;16;47;0.00;0.65;0.65;0.00;0.65;0.22;0.30;0.52;0.22;0.52;13;3;23.1;2.11;0.49;0.00;0.00;16.4;0;0;0;1.3;1.3;0.10;-1.3;-1.3;127;177;71.8;1808;509;80;93;86.0;38;50;76.0;5;10;50.0;4;1.9;1.1;+2.1;13;7;5;0;16;26;4.22;18;2;3;2;1;0;6;0.97;5;0;0;0;1;0;6;4;3;2;1;3;5;60.0;2;1;0;1;2;8;3;0;261;2;20;97;149;35;261;33;12;36.4;20;60.6;161;1452;795;38;25;22;18;19;195;47;0;1;0;5;8;0;12;2;4;0;1;0;25;6;1;85.7
1900;Yellu Santiago;ESP;MF;Hellas Verona;Serie A;21;2004;2;0;6;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;1;0;0;0.00;0.00;0.00;0.00;0.00;0.34;0.54;0.87;0.34;0.87;2;1;50.0;30.00;15.00;0.00;0.00;32.7;0;0;0;0.0;0.0;0.01;0.0;0.0;4;7;57.1;55;41;2;4;50.0;2;2;100.0;0;1;0.0;0;0.0;0.0;0.0;1;1;0;0;0;2;30.00;1;0;1;0;0;0;0;0.00;0;0;0;0;0;0;2;0;2;0;0;1;1;100.0;0;0;0;0;0;2;0;0;12;0;4;4;4;1;12;1;1;100.0;0;0.0;3;13;11;1;0;1;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0.0
2155;Álex Valle;ESP;DF;Como;Serie A;21;2004;11;9;846;9.4;0;1;1;0;0;0;1;0;0.5;0.5;0.3;0.8;9;35;25;0.00;0.11;0.11;0.00;0.11;0.06;0.03;0.09;0.06;0.09;5;0;0.0;0.53;0.00;0.00;;16.9;0;0;0;0.5;0.5;0.11;-0.5;-0.5;461;551;83.7;6625;2072;260;292;89.0;167;191;87.4;13;28;46.4;1;0.3;0.4;+0.7;3;38;5;1;35;17;1.81;14;1;0;0;1;1;3;0.32;2;0;0;0;1;0;24;16;11;11;2;12;23;52.2;11;13;4;9;13;37;25;0;662;22;189;346;130;12;662;11;3;27.3;8;72.7;282;1437;625;9;7;1;13;2;383;25;1;0;0;20;11;0;17;13;16;0;0;0;28;7;3;70.0
2180;Lorenzo Venturino;ITA;FW,MF;Genoa;Serie A;19;2006;2;0;40;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.4;0.4;4;4;12;0.00;0.00;0.00;0.00;0.00;0.02;0.80;0.81;0.02;0.81;1;1;100.0;2.25;2.25;0.00;0.00;31.2;0;0;0;0.0;0.0;0.01;0.0;0.0;23;32;71.9;417;111;9;11;81.8;12;14;85.7;1;5;20.0;0;0.4;0.6;-0.4;1;2;2;2;4;2;4.50;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;35;0;2;9;24;2;35;3;1;33.3;1;33.3;29;188;108;4;2;1;0;1;31;12;0;0;0;1;0;0;8;0;0;0;0;0;0;1;1;50.0
2208;İsak Vural;TUR;MF;Pisa;Serie A;19;2006;6;3;262;2.9;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.1;3;3;7;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.03;0.01;0.03;1;0;0.0;0.34;0.00;0.00;;12.1;0;0;0;0.0;0.0;0.04;0.0;0.0;51;66;77.3;906;336;28;34;82.4;12;16;75.0;9;14;64.3;0;0.0;0.1;0.0;2;6;0;0;3;8;2.75;4;1;0;0;3;0;1;0.34;0;0;0;0;1;0;2;1;2;0;0;1;3;33.3;2;4;3;1;1;3;5;0;99;7;22;65;14;1;99;12;4;33.3;6;50.0;47;206;101;3;1;0;3;1;51;7;2;0;0;7;14;0;4;1;1;1;0;0;15;3;4;42.9
2256;Kenan Yıldız;TUR;MF,FW;Juventus;Serie A;20;2005;11;10;910;10.1;2;3;5;1;1;1;0;0;2.4;1.6;2.4;4.0;47;38;75;0.20;0.30;0.49;0.10;0.40;0.24;0.23;0.47;0.16;0.39;26;10;38.5;2.57;0.99;0.04;0.10;20.3;0;1;1;2.4;1.6;0.06;-0.4;-0.6;316;404;78.2;4799;1201;181;210;86.2;103;128;80.5;21;39;53.8;3;2.4;2.1;+0.6;25;18;17;5;38;50;4.95;32;8;5;3;2;0;4;0.40;1;1;1;0;1;0;7;0;0;6;1;3;10;30.0;7;4;0;4;3;10;4;1;531;4;53;195;288;47;530;37;16;43.2;17;45.9;340;2182;1217;47;31;25;31;18;393;75;0;0;0;8;17;1;41;3;0;1;0;0;42;6;3;66.7
2285;Jan Ziółkowski;POL;DF;Roma;Serie A;20;2005;5;1;112;1.2;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;4;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;45;61;73.8;843;232;16;18;88.9;24;30;80.0;5;11;45.5;0;0.0;0.0;0.0;0;3;0;0;4;4;3.24;2;0;0;0;2;0;0;0.00;0;0;0;0;0;0;3;2;2;1;0;2;3;66.7;1;3;0;3;0;3;6;0;75;4;31;41;3;1;75;0;0;;0;;35;108;69;0;0;0;0;0;37;1;2;0;0;4;4;0;0;0;2;0;0;0;5;5;8;38.5
1;Abner;BRA;DF;Juventude;Serie A Brasil;21;2004;19;13;1,318;14.6;0;1;1;0;0;0;3;0;0.3;0.3;0.4;0.7;6;22;2;0.00;0.07;0.07;0.00;0.07;0.02;0.03;0.05;0.02;0.05;3;1;33.3;0.20;0.07;0.00;0.00;7.0;0;0;0;0.3;0.3;0.11;-0.3;-0.3;468;553;84.6;9585;3242;130;139;93.5;276;298;92.6;59;106;55.7;1;0.4;0.2;+0.6;5;23;1;0;22;5;0.34;5;0;0;0;0;0;1;0.07;1;0;0;0;0;0;19;11;13;4;2;11;29;37.9;18;23;13;10;18;37;98;2;723;121;454;260;15;7;723;6;4;66.7;2;33.3;413;2064;1036;6;0;0;5;1;446;2;3;0;0;16;5;1;0;18;11;0;0;0;36;32;8;80.0
4;Adriel;BRA;MF;Sport Recife;Serie A Brasil;19;2006;3;0;58;0.6;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;25;27;92.6;436;80;9;9;100.0;13;14;92.9;3;4;75.0;0;0.0;0.0;0.0;0;4;1;0;2;1;1.55;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;1;1;100.0;0;1;0;1;0;1;3;0;33;1;5;24;4;0;33;0;0;;0;;25;93;46;0;2;0;0;0;25;0;0;0;0;4;0;0;0;0;1;0;0;0;2;1;0;100.0
16;Allan;BRA;MF,FW;Palmeiras;Serie A Brasil;21;2004;26;7;853;9.5;1;3;4;1;0;0;0;1;1.3;1.3;0.9;2.2;25;22;58;0.11;0.32;0.42;0.11;0.42;0.14;0.09;0.23;0.14;0.23;24;8;33.3;2.53;0.84;0.04;0.13;17.3;0;0;0;1.3;1.3;0.06;-0.3;-0.3;215;284;75.7;3366;780;106;127;83.5;89;115;77.4;15;24;62.5;3;0.9;0.5;+2.1;12;9;5;1;22;40;4.23;22;1;8;4;2;3;5;0.53;5;0;0;0;0;0;28;18;17;8;3;16;34;47.1;18;13;5;8;8;36;17;2;438;7;84;191;176;37;438;42;21;50.0;18;42.9;248;1581;834;25;19;12;23;16;260;58;0;1;0;12;12;1;17;8;18;0;0;0;44;12;17;41.4
20;Matheus Alves;BRA;MF,FW;São Paulo;Serie A Brasil;20;2005;8;4;371;4.1;0;1;1;0;0;0;3;0;0.3;0.3;0.7;1.0;10;12;17;0.00;0.24;0.24;0.00;0.24;0.08;0.17;0.25;0.08;0.25;7;0;0.0;1.70;0.00;0.00;;21.7;0;0;0;0.3;0.3;0.05;-0.3;-0.3;95;122;77.9;1328;247;55;63;87.3;28;35;80.0;5;12;41.7;1;0.7;0.4;+0.3;3;7;3;0;12;11;2.67;7;0;2;2;0;0;1;0.24;1;0;0;0;0;0;9;4;6;3;0;4;7;57.1;3;2;0;2;3;12;3;0;184;1;43;82;62;7;184;17;8;47.1;9;52.9;109;644;274;10;8;2;23;8;129;17;3;0;0;9;6;1;4;3;4;0;0;0;17;3;3;50.0
23;Kervin Andrade;VEN;FW,MF;Fortaleza;Serie A Brasil;20;2005;7;1;163;1.8;0;1;1;0;0;0;3;0;0.3;0.3;0.4;0.8;9;10;20;0.00;0.55;0.55;0.00;0.55;0.19;0.23;0.42;0.19;0.42;4;2;50.0;2.21;1.10;0.00;0.00;20.0;0;0;0;0.3;0.3;0.09;-0.3;-0.3;42;65;64.6;733;235;25;31;80.6;12;23;52.2;5;10;50.0;1;0.4;0.1;+0.6;2;8;2;0;10;5;2.76;1;0;2;2;0;0;1;0.55;1;0;0;0;0;0;4;4;2;1;1;1;1;100.0;0;2;0;2;1;5;0;0;85;0;6;38;45;12;85;7;3;42.9;4;57.1;62;419;247;9;5;4;6;4;69;20;3;0;0;6;4;1;10;1;4;0;0;0;9;0;2;0.0
24;André;BRA;MF,FW;Corinthians;Serie A Brasil;19;2006;6;0;183;2.0;1;0;1;1;0;0;0;0;0.4;0.4;0.0;0.4;1;4;7;0.49;0.00;0.49;0.49;0.49;0.18;0.01;0.19;0.18;0.19;2;1;50.0;0.98;0.49;0.50;1.00;20.2;0;0;0;0.4;0.4;0.19;+0.6;+0.6;44;61;72.1;731;161;21;27;77.8;19;23;82.6;3;4;75.0;0;0.0;0.1;0.0;1;4;1;0;4;4;1.97;2;0;0;1;1;0;1;0.49;1;0;0;0;0;0;9;8;2;6;1;2;4;50.0;2;3;0;3;0;9;1;0;83;1;12;50;24;2;83;6;1;16.7;3;50.0;53;212;103;1;3;0;4;1;54;7;0;0;0;5;5;0;0;0;8;0;0;0;10;3;2;60.0
42;Keny Arroyo;ECU;FW;Cruzeiro;Serie A Brasil;19;2006;10;6;571;6.3;2;1;3;2;0;0;4;0;2.0;2.0;1.1;3.2;23;15;69;0.32;0.16;0.47;0.32;0.47;0.32;0.18;0.50;0.32;0.50;18;11;61.1;2.84;1.73;0.11;0.18;18.9;2;0;0;2.0;2.0;0.11;0.0;0.0;130;167;77.8;1849;400;75;86;87.2;39;48;81.3;6;8;75.0;1;1.1;0.5;-0.1;11;5;5;1;15;24;3.78;16;1;1;1;5;0;3;0.47;2;0;0;1;0;0;5;5;1;3;1;3;7;42.9;4;5;1;4;3;8;6;0;249;4;25;63;163;23;249;22;8;36.4;10;45.5;170;1127;513;23;9;8;16;5;192;69;4;0;0;6;16;0;12;3;5;0;0;0;14;2;12;14.3
53;Bahia;BRA;MF;Corinthians;Serie A Brasil;19;2006;2;1;49;0.5;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;0;2;1;0.00;0.00;0.00;0.00;0.00;0.39;0.00;0.39;0.39;0.39;1;0;0.0;1.84;0.00;0.00;;13.6;0;0;0;0.2;0.2;0.21;-0.2;-0.2;13;17;76.5;169;63;8;9;88.9;4;5;80.0;0;1;0.0;0;0.0;0.0;0.0;0;1;0;0;2;2;3.67;1;0;0;1;0;0;0;0.00;0;0;0;0;0;0;3;2;1;2;0;2;2;100.0;0;2;0;2;2;5;1;0;32;2;12;18;3;2;32;1;0;0.0;1;100.0;14;48;16;0;0;0;0;1;16;1;0;0;0;0;1;0;0;2;2;0;0;0;4;0;0;
66;Jordan Barrera;COL;FW;Botafogo (RJ);Serie A Brasil;19;2006;3;0;85;0.9;0;0;0;0;0;0;0;0;0.6;0.6;0.2;0.8;5;3;8;0.00;0.00;0.00;0.00;0.00;0.68;0.19;0.86;0.68;0.86;4;1;25.0;4.24;1.06;0.00;0.00;15.6;0;0;0;0.6;0.6;0.16;-0.6;-0.6;28;31;90.3;501;128;13;13;100.0;13;16;81.3;2;2;100.0;0;0.2;0.1;-0.2;1;3;2;1;3;2;2.12;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;1;1;0;1;2;50.0;1;0;0;0;0;2;1;0;46;0;7;18;23;5;46;5;2;40.0;3;60.0;29;232;128;5;4;1;1;1;31;8;0;0;0;1;2;0;1;0;1;0;0;0;11;0;1;0.0
67;Cauan Barros;BRA;MF;Vasco da Gama;Serie A Brasil;21;2004;15;14;1,16;12.9;0;0;0;0;0;0;5;0;0.3;0.3;0.4;0.8;6;58;5;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.06;0.03;0.06;9;2;22.2;0.70;0.16;0.00;0.00;18.1;0;0;0;0.3;0.3;0.04;-0.3;-0.3;680;757;89.8;11746;3472;311;338;92.0;303;322;94.1;52;76;68.4;0;0.4;0.8;-0.4;7;66;0;0;58;16;1.24;13;0;0;1;2;0;1;0.08;1;0;0;0;0;0;25;17;8;15;2;13;28;46.4;15;19;10;9;15;40;51;1;912;76;310;535;70;9;912;13;9;69.2;4;30.8;520;2457;1105;6;8;0;7;11;637;5;5;0;0;25;25;0;5;15;17;0;0;0;47;34;14;70.8
72;Erick Belé;BRA;MF;Palmeiras;Serie A Brasil;18;2007;1;0;11;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;3;4;75.0;68;56;1;1;100.0;1;2;50.0;1;1;100.0;0;0.0;0.0;0.0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;0;0;;0;1;0;1;0;1;0;0;10;0;2;7;1;0;10;1;0;0.0;1;100.0;6;30;16;0;0;0;1;0;6;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;
73;Luis Benedetti;BRA;DF;Palmeiras;Serie A Brasil;19;2006;3;3;270;3.0;1;0;1;1;0;0;0;0;0.8;0.8;0.0;0.8;0;9;0;0.33;0.00;0.33;0.33;0.33;0.26;0.01;0.27;0.26;0.27;3;1;33.3;1.00;0.33;0.33;1.00;6.7;0;0;0;0.8;0.8;0.26;+0.2;+0.2;116;124;93.5;2165;696;35;38;92.1;70;72;97.2;10;12;83.3;0;0.0;0.3;0.0;1;5;2;0;9;4;1.33;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;2;0;0;2;2;100.0;0;2;1;1;4;6;18;0;158;26;66;89;4;3;158;0;0;;0;;82;266;125;0;1;0;2;0;104;0;0;0;0;3;1;0;0;4;1;0;0;0;10;9;2;81.8
84;Gabriel Bontempo;BRA;MF,FW;Santos;Serie A Brasil;20;2005;23;9;974;10.8;2;1;3;2;0;0;1;0;1.7;1.7;1.7;3.5;24;57;27;0.18;0.09;0.28;0.18;0.28;0.16;0.16;0.32;0.16;0.32;10;3;30.0;0.92;0.28;0.20;0.67;13.6;0;0;0;1.7;1.7;0.17;+0.3;+0.3;385;453;85.0;6044;1756;205;226;90.7;158;180;87.8;17;24;70.8;1;1.7;0.9;-0.7;13;35;7;1;57;35;3.23;30;1;1;0;3;0;4;0.37;4;0;0;0;0;0;29;15;16;9;4;11;26;42.3;15;10;1;9;19;48;14;0;595;26;137;282;182;20;595;22;10;45.5;9;40.9;355;2037;1099;24;26;8;25;11;393;27;1;0;0;10;19;0;11;19;15;0;0;0;47;9;13;40.9
97;Breno;BRA;MF;Corinthians;Serie A Brasil;20;2005;31;29;2,395;26.6;1;1;2;1;0;0;10;1;0.8;0.8;2.0;2.8;32;124;65;0.04;0.04;0.08;0.04;0.08;0.03;0.08;0.11;0.03;0.11;18;3;16.7;0.68;0.11;0.06;0.33;24.5;0;0;0;0.8;0.8;0.04;+0.2;+0.2;1049;1219;86.1;17761;4155;492;542;90.8;429;467;91.9;94;132;71.2;1;2.0;1.4;-1.0;25;124;12;3;124;53;1.99;38;3;2;1;7;2;5;0.19;3;0;0;1;1;0;47;29;17;24;6;20;52;38.5;32;35;6;29;19;66;25;0;1485;25;223;978;304;15;1485;66;30;45.5;24;36.4;939;4321;1745;32;34;2;45;40;1084;65;10;1;1;62;77;1;23;19;29;2;1;0;130;9;19;32.1
99;Bruninho;BRA;MF;Fortaleza;Serie A Brasil;20;2005;1;1;68;0.8;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;1;3;0.00;0.00;0.00;0.00;0.00;0.03;0.08;0.12;0.03;0.12;2;0;0.0;2.65;0.00;0.00;;32.7;0;0;0;0.0;0.0;0.01;0.0;0.0;24;30;80.0;360;60;16;17;94.1;6;8;75.0;1;3;33.3;0;0.1;0.0;-0.1;1;2;0;0;1;1;1.32;0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;2;2;0;1;1;2;3;66.7;1;5;1;4;2;4;0;0;48;1;10;29;11;0;48;2;1;50.0;1;50.0;29;188;85;0;2;0;3;1;32;3;0;0;0;0;2;0;0;2;2;0;0;0;2;1;0;100.0
124;Gabriel Carvalho;BRA;FW;Internacional;Serie A Brasil;18;2007;3;0;72;0.8;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;3;6;1;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.10;0.10;0.10;2;1;50.0;2.50;1.25;0.00;0.00;20.8;0;0;0;0.1;0.1;0.04;-0.1;-0.1;34;40;85.0;505;163;16;18;88.9;9;10;90.0;4;4;100.0;0;0.0;0.0;0.0;0;4;1;0;6;2;2.50;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;0;2;0;1;1;100.0;0;1;1;0;0;2;1;0;50;1;6;24;22;3;50;3;2;66.7;1;33.3;22;117;63;3;0;2;2;1;31;1;0;0;0;1;1;0;0;0;1;0;0;0;6;1;3;25.0
127;Caue;BRA;DF;RB Bragantino;Serie A Brasil;18;2006;2;0;41;0.5;0;1;1;0;0;0;0;0;0.0;0.0;0.1;0.1;1;4;0;0.00;2.20;2.20;0.00;2.20;0.00;0.11;0.11;0.00;0.11;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;27;29;93.1;517;121;12;12;100.0;12;14;85.7;3;3;100.0;1;0.1;0.0;+0.9;1;1;1;1;4;1;2.20;1;0;0;0;0;0;1;2.20;1;0;0;0;0;0;2;2;2;0;0;1;2;50.0;1;0;0;0;1;3;1;0;33;2;11;20;2;0;33;0;0;;0;;17;72;36;1;0;0;0;0;19;0;0;0;0;0;0;0;1;1;2;0;0;0;1;0;0;
